category_id,category_name,description,product_id,product_name,price,supplier_id
4,Bakery,Esse velit quisquam dolores.,1889,Pan Cake,298.48,180
4,Bakery,Esse velit quisquam dolores.,1893,Puff,309.72,52
4,Bakery,Esse velit quisquam dolores.,1902,Cream Roll,169.93,106
4,Bakery,Esse velit quisquam dolores.,1917,Buns,296.13,155
4,Bakery,Esse velit quisquam dolores.,1931,Shortbread,92.77,191
4,Bakery,Esse velit quisquam dolores.,1967,Cupcake,201.96,5
4,Bakery,Esse velit quisquam dolores.,1980,Cream Roll,169.39,116
4,Bakery,Esse velit quisquam dolores.,1983,Cream Roll,229.53,10
4,Bakery,Esse velit quisquam dolores.,1992,Swiss Roll,374.72,118
4,Bakery,Esse velit quisquam dolores.,1998,Crisp,25.83,184
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1007,Beard Oil,486.14,12
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1016,Face Scrub,396.6,27
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1062,Sanitizer,495.69,13
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1123,Santoor,351.0,164
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1135,Dettol,373.05,114
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1144,Kajal,424.43,186
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1165,Hair Oil,118.57,155
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1267,Dettol,416.96,72
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1343,Cinthol,110.36,93
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1344,Shaving Cream,156.46,117
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1389,Hand Wash,189.65,33
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1430,Talcum Powder,285.8,41
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1502,Lifebuoy Soap,147.7,150
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1516,Lip Balm,81.66,169
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1523,Conditioner,307.43,3
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1527,After Shave,131.1,104
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1563,Shower Gel,481.52,65
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1593,Lux,43.49,127
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1626,Cinthol,444.36,194
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1682,Face Scrub,21.83,78
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1695,Shampoo,463.17,23
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1752,Shower Gel,271.5,112
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1772,Santoor,192.14,125
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1777,Lux,460.83,197
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1779,Shaving Cream,130.28,9
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1850,Hair Gel,228.75,187
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1862,Sunscreen,235.9,195
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1867,Lip Balm,190.75,163
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1877,Body Scrub,444.15,81
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1897,Talcum Powder,203.37,18
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1921,Deodorant,213.74,124
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1966,Shower Gel,40.81,10
5,Personal Care,Soluta vel excepturi accusamus voluptate.,1979,Hair Serum,463.03,198
6,Household,Sed unde voluptate autem quisquam.,1027,Air Freshener,481.77,195
6,Household,Sed unde voluptate autem quisquam.,1032,Cleaning Cloth,332.59,17
6,Household,Sed unde voluptate autem quisquam.,1054,Harpic,256.1,78
6,Household,Sed unde voluptate autem quisquam.,1057,Lizol,256.92,106
6,Household,Sed unde voluptate autem quisquam.,1149,Air Freshener,31.4,70
6,Household,Sed unde voluptate autem quisquam.,1169,Bulb,59.69,172
6,Household,Sed unde voluptate autem quisquam.,1181,Drain Cleaner,150.18,200
6,Household,Sed unde voluptate autem quisquam.,1197,Bucket,179.0,116
6,Household,Sed unde voluptate autem quisquam.,1254,Dishwash Gel,126.79,109
6,Household,Sed unde voluptate autem quisquam.,1271,Tissue Paper,348.01,124
6,Household,Sed unde voluptate autem quisquam.,1272,Toilet Brush,203.07,124
6,Household,Sed unde voluptate autem quisquam.,1274,Washing Powder,81.35,59
6,Household,Sed unde voluptate autem quisquam.,1298,Towel,314.65,82
6,Household,Sed unde voluptate autem quisquam.,1300,Match Box,476.92,181
6,Household,Sed unde voluptate autem quisquam.,1313,Tissue Paper,40.93,68
6,Household,Sed unde voluptate autem quisquam.,1317,Detergent,181.76,34
6,Household,Sed unde voluptate autem quisquam.,1321,Hand Gloves,257.81,18
6,Household,Sed unde voluptate autem quisquam.,1366,Bucket,12.01,47
6,Household,Sed unde voluptate autem quisquam.,1371,Scrubber,451.65,153
6,Household,Sed unde voluptate autem quisquam.,1418,Good Knight,371.25,141
6,Household,Sed unde voluptate autem quisquam.,1486,Air Freshener,350.52,79
6,Household,Sed unde voluptate autem quisquam.,1494,Lizol,453.29,179
6,Household,Sed unde voluptate autem quisquam.,1557,Toilet Cleaner,315.71,14
6,Household,Sed unde voluptate autem quisquam.,1587,Soap Case,487.35,198
6,Household,Sed unde voluptate autem quisquam.,1600,Cleaning Cloth,306.75,62
6,Household,Sed unde voluptate autem quisquam.,1644,Match Box,196.47,119
6,Household,Sed unde voluptate autem quisquam.,1712,Candle,110.41,95
6,Household,Sed unde voluptate autem quisquam.,1738,Garbage Bag,237.58,111
6,Household,Sed unde voluptate autem quisquam.,1783,Vim Bar,484.54,175
6,Household,Sed unde voluptate autem quisquam.,1795,Washing Powder,262.61,9
6,Household,Sed unde voluptate autem quisquam.,1801,Mug,454.59,30
6,Household,Sed unde voluptate autem quisquam.,1819,Toilet Brush,65.07,128
6,Household,Sed unde voluptate autem quisquam.,1825,Lint Roller,189.68,133
6,Household,Sed unde voluptate autem quisquam.,1868,Dustbin,130.18,15
6,Household,Sed unde voluptate autem quisquam.,1883,Toilet Brush,499.35,24
6,Household,Sed unde voluptate autem quisquam.,1898,Match Box,259.11,54
6,Household,Sed unde voluptate autem quisquam.,1904,Towel,319.15,109
6,Household,Sed unde voluptate autem quisquam.,1928,Good Knight,159.19,158
6,Household,Sed unde voluptate autem quisquam.,1958,Battery,102.48,90
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1020,Orange,24.7,56
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1025,Blackberry,246.3,22
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1082,Dragon Fruit,416.3,196
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1090,Passion Fruit,273.06,46
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1113,Coconut,334.82,6
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1115,Orange,357.8,174
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1136,Star Fruit,232.93,198
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1147,Apple,357.01,1
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1194,Custard Apple,73.76,94
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1217,Tender Coconut,266.01,63
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1311,Peach,388.25,63
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1359,Sapota,179.99,74
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1370,Avocado,91.49,7
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1380,Cranberry,188.95,26
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1431,Orange,145.65,89
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1440,Papaya,154.11,17
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1466,Grapes,105.1,166
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1467,Plum,191.89,65
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1517,Apricot,154.38,41
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1550,Amla,164.05,112
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1556,Pear,325.42,51
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1580,Cranberry,29.92,190
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1649,Passion Fruit,306.03,114
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1666,Jackfruit,378.85,119
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1671,Banana,28.12,86
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1737,Blackberry,422.99,7
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1746,Sapota,400.98,188
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1759,Coconut,363.15,45
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1766,Plum,391.59,172
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1771,Mulberry,234.48,121
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1773,Coconut,58.28,30
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1785,Peach,96.31,79
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1788,Orange,79.35,62
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1792,Guava,457.21,195
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1805,Muskmelon,184.19,106
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1860,Fig,307.6,118
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1937,Longan,357.35,28
7,Fruits,Sapiente ipsum commodi quibusdam unde beatae et.,1972,Mulberry,46.51,144
8,Vegetables,Dicta est perferendis veritatis minus.,1017,Yam,218.09,142
8,Vegetables,Dicta est perferendis veritatis minus.,1023,Turnip,336.74,34
8,Vegetables,Dicta est perferendis veritatis minus.,1047,Sweet Potato,85.3,103
8,Vegetables,Dicta est perferendis veritatis minus.,1140,Cucumber,218.29,57
8,Vegetables,Dicta est perferendis veritatis minus.,1145,Spinach,497.91,145
8,Vegetables,Dicta est perferendis veritatis minus.,1150,Yam,236.15,51
8,Vegetables,Dicta est perferendis veritatis minus.,1151,Coriander,374.07,193
8,Vegetables,Dicta est perferendis veritatis minus.,1152,Garlic,165.08,20
8,Vegetables,Dicta est perferendis veritatis minus.,1154,Corn,257.58,194
8,Vegetables,Dicta est perferendis veritatis minus.,1166,Potato,287.62,25
8,Vegetables,Dicta est perferendis veritatis minus.,1200,Raw Banana,357.03,53
8,Vegetables,Dicta est perferendis veritatis minus.,1252,Raw Banana,119.12,157
8,Vegetables,Dicta est perferendis veritatis minus.,1279,Curry Leaves,195.71,48
8,Vegetables,Dicta est perferendis veritatis minus.,1301,Radish,376.43,48
8,Vegetables,Dicta est perferendis veritatis minus.,1420,Curry Leaves,259.28,53
8,Vegetables,Dicta est perferendis veritatis minus.,1426,Spring Onion,268.6,59
8,Vegetables,Dicta est perferendis veritatis minus.,1428,Spinach,16.33,9
8,Vegetables,Dicta est perferendis veritatis minus.,1438,Brinjal,84.88,185
8,Vegetables,Dicta est perferendis veritatis minus.,1469,Drumstick,174.37,196
8,Vegetables,Dicta est perferendis veritatis minus.,1470,Capsicum,327.41,99
8,Vegetables,Dicta est perferendis veritatis minus.,1488,Bottle Gourd,279.75,124
8,Vegetables,Dicta est perferendis veritatis minus.,1630,Radish,163.46,115
8,Vegetables,Dicta est perferendis veritatis minus.,1567,Pumpkin,213.78,167
8,Vegetables,Dicta est perferendis veritatis minus.,1714,Tomato,291.57,199
8,Vegetables,Dicta est perferendis veritatis minus.,1716,Ridge Gourd,344.19,200
8,Vegetables,Dicta est perferendis veritatis minus.,1775,Bitter Gourd,395.61,119
8,Vegetables,Dicta est perferendis veritatis minus.,1794,Sweet Potato,326.18,117
8,Vegetables,Dicta est perferendis veritatis minus.,1798,Cabbage,268.81,54
8,Vegetables,Dicta est perferendis veritatis minus.,1912,Broccoli,123.87,98
8,Vegetables,Dicta est perferendis veritatis minus.,1940,Avarekai,92.44,31
8,Vegetables,Dicta est perferendis veritatis minus.,1963,Capsicum,159.02,97
8,Vegetables,Dicta est perferendis veritatis minus.,1970,Green Peas,85.28,68
9,Frozen Foods,Nulla hic tempore.,1012,Frozen Kebabs,336.42,115
9,Frozen Foods,Nulla hic tempore.,1019,Frozen Strawberry,373.35,77
9,Frozen Foods,Nulla hic tempore.,1052,Frozen Nuggets,233.06,92
9,Frozen Foods,Nulla hic tempore.,1110,Frozen Yogurt,347.2,123
9,Frozen Foods,Nulla hic tempore.,1201,Frozen Samosa,142.62,25
9,Frozen Foods,Nulla hic tempore.,1204,Frozen Paratha,403.4,151
9,Frozen Foods,Nulla hic tempore.,1382,Frozen Coconut,29.85,86
9,Frozen Foods,Nulla hic tempore.,1387,Frozen Tandoori,202.19,21
9,Frozen Foods,Nulla hic tempore.,1422,Frozen Roti,312.62,29
9,Frozen Foods,Nulla hic tempore.,1441,Frozen Paneer,281.73,22
9,Frozen Foods,Nulla hic tempore.,1560,Frozen Fish,229.66,159
9,Frozen Foods,Nulla hic tempore.,1657,Frozen Cutlets,497.47,172
9,Frozen Foods,Nulla hic tempore.,1668,Frozen Paratha,75.16,18
9,Frozen Foods,Nulla hic tempore.,1681,Frozen Herbs,91.67,136
9,Frozen Foods,Nulla hic tempore.,1701,Frozen Kachori,167.29,76
9,Frozen Foods,Nulla hic tempore.,1727,Frozen Garlic,306.51,13
9,Frozen Foods,Nulla hic tempore.,1756,Frozen Pizza Base,22.53,162
9,Frozen Foods,Nulla hic tempore.,1764,Frozen Cheese,222.94,129
9,Frozen Foods,Nulla hic tempore.,1789,Frozen Fruits,72.57,153
9,Frozen Foods,Nulla hic tempore.,1817,Frozen Coconut,100.84,186
9,Frozen Foods,Nulla hic tempore.,1852,Frozen Dosa,89.27,161
9,Frozen Foods,Nulla hic tempore.,1885,Frozen Peas,185.06,69
9,Frozen Foods,Nulla hic tempore.,1908,Frozen Kebabs,276.99,73
9,Frozen Foods,Nulla hic tempore.,1919,Frozen Cutlets,39.8,120
9,Frozen Foods,Nulla hic tempore.,1923,Frozen Herbs,144.55,106
9,Frozen Foods,Nulla hic tempore.,1924,Frozen Kulfi,299.2,54
9,Frozen Foods,Nulla hic tempore.,1953,Frozen Milk,130.89,187
9,Frozen Foods,Nulla hic tempore.,1977,Frozen Chapati,290.23,153
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1035,Green Gram,237.67,3
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1066,Basmati Rice,184.21,94
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1074,Sooji,330.29,107
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1088,Ragi Flour,405.29,26
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1097,Fenugreek,26.25,17
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1109,Wheat Flour,278.05,190
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1124,Cardamom,58.87,152
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1141,Green Gram,154.08,194
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1228,Poha,493.08,34
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1232,Vermicelli,436.16,178
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1237,Lobia,498.46,133
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1263,Rajma,460.13,149
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1307,Rajma,419.33,89
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1330,Sooji,304.83,199
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1373,Besan,235.99,81
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1383,Salt,304.37,82
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1386,Sabudana,227.78,169
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1452,Fennel Seeds,125.97,161
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1506,Cardamom,343.39,37
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1551,Brown Rice,94.97,147
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1564,Jaggery,293.19,57
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1588,Jaggery,45.66,140
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1606,Fenugreek,105.81,178
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1686,Sabudana,421.61,96
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1718,Cloves,128.79,176
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1732,Rajma,12.63,63
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1790,Besan,160.79,66
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1829,Chana Dal,60.59,46
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1834,Sabudana,408.41,112
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1839,Bay Leaf,98.39,52
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1932,Cumin Seeds,273.59,87
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1950,Black Urad,213.72,195
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1959,Fenugreek,248.06,70
10,Grocery & Staples,Fugiat assumenda ipsam quasi.,1994,Ragi Flour,39.11,10
11,Spices & Masalas,Totam saepe unde vitae.,1055,Chinese Masala,479.97,22
11,Spices & Masalas,Totam saepe unde vitae.,1068,Biryani Masala,219.65,136
11,Spices & Masalas,Totam saepe unde vitae.,1080,Biryani Masala,89.96,82
11,Spices & Masalas,Totam saepe unde vitae.,1106,Coriander Powder,238.5,10
11,Spices & Masalas,Totam saepe unde vitae.,1162,Black Salt,281.66,14
11,Spices & Masalas,Totam saepe unde vitae.,1183,Red Chili Powder,244.69,6
