loyalty_id,customer_id,points,last_updated
262,1414,199,2025-08-06 14:52:26.616421
263,2945,401,2025-08-06 14:52:26.616466
264,1215,885,2025-08-06 14:52:26.616500
265,1178,759,2025-08-06 14:52:26.616533
266,425,574,2025-08-06 14:52:26.616562
267,1191,743,2025-08-06 14:52:26.616589
268,2536,94,2025-08-06 14:52:26.616614
269,1970,56,2025-08-06 14:52:26.616640
270,1888,607,2025-08-06 14:52:26.616676
271,1417,67,2025-08-06 14:52:26.616707
272,973,436,2025-08-06 14:52:26.616739
273,1839,524,2025-08-06 14:52:26.616764
274,2858,471,2025-08-06 14:52:26.616791
275,2523,352,2025-08-06 14:52:26.616815
276,2908,16,2025-08-06 14:52:26.616839
277,936,703,2025-08-06 14:52:26.616864
278,2209,580,2025-08-06 14:52:26.616888
279,1372,874,2025-08-06 14:52:26.616911
280,1342,72,2025-08-06 14:52:26.616935
281,2873,397,2025-08-06 14:52:26.616958
282,2904,25,2025-08-06 14:52:26.616986
283,974,499,2025-08-06 14:52:26.617010
284,2439,880,2025-08-06 14:52:26.617034
285,1844,907,2025-08-06 14:52:26.617058
286,2255,101,2025-08-06 14:52:26.617080
287,48,307,2025-08-06 14:52:26.617103
288,2821,662,2025-08-06 14:52:26.617128
289,675,351,2025-08-06 14:52:26.617151
290,2976,492,2025-08-06 14:52:26.617175
291,2143,461,2025-08-06 14:52:26.617199
292,1776,203,2025-08-06 14:52:26.617221
293,1361,810,2025-08-06 14:52:26.617244
294,2216,489,2025-08-06 14:52:26.617267
295,2503,97,2025-08-06 14:52:26.617290
296,2141,511,2025-08-06 14:52:26.617315
297,2918,832,2025-08-06 14:52:26.617340
298,32,357,2025-08-06 14:52:26.617413
299,353,629,2025-08-06 14:52:26.617447
300,2797,649,2025-08-06 14:52:26.617472
301,1700,918,2025-08-06 14:52:26.617496
302,1822,264,2025-08-06 14:52:26.617519
303,1592,116,2025-08-06 14:52:26.617542
304,2647,358,2025-08-06 14:52:26.617565
305,1972,639,2025-08-06 14:52:26.617589
306,2385,870,2025-08-06 14:52:26.617612
307,1069,919,2025-08-06 14:52:26.617634
308,2949,30,2025-08-06 14:52:26.617657
309,190,353,2025-08-06 14:52:26.617681
310,431,875,2025-08-06 14:52:26.617710
311,2892,283,2025-08-06 14:52:26.617734
312,549,703,2025-08-06 14:52:26.617757
313,367,435,2025-08-06 14:52:26.617781
314,1542,20,2025-08-06 14:52:26.617805
315,1695,863,2025-08-06 14:52:26.617829
316,487,259,2025-08-06 14:52:26.617852
317,2798,892,2025-08-06 14:52:26.617876
318,889,6,2025-08-06 14:52:26.617899
319,2405,237,2025-08-06 14:52:26.617923
320,2129,32,2025-08-06 14:52:26.617947
321,2968,181,2025-08-06 14:52:26.617971
322,1004,853,2025-08-06 14:52:26.617994
323,457,953,2025-08-06 14:52:26.618017
324,946,622,2025-08-06 14:52:26.618041
325,1331,22,2025-08-06 14:52:26.618113
326,2475,920,2025-08-06 14:52:26.618145
327,814,580,2025-08-06 14:52:26.618170
328,1130,718,2025-08-06 14:52:26.618193
329,224,93,2025-08-06 14:52:26.618328
330,475,713,2025-08-06 14:52:26.618356
331,1937,283,2025-08-06 14:52:26.618380
332,2611,21,2025-08-06 14:52:26.618412
333,2416,434,2025-08-06 14:52:26.618924
334,1857,216,2025-08-06 14:52:26.618963
335,981,886,2025-08-06 14:52:26.618989
336,1858,207,2025-08-06 14:52:26.619015
337,2811,362,2025-08-06 14:52:26.619041
338,246,245,2025-08-06 14:52:26.619066
339,1900,905,2025-08-06 14:52:26.619091
340,457,13,2025-08-06 14:52:26.619116
341,1863,544,2025-08-06 14:52:26.619141
342,32,47,2025-08-06 14:52:26.619164
343,1315,916,2025-08-06 14:52:26.619188
344,159,147,2025-08-06 14:52:26.619213
345,155,339,2025-08-06 14:52:26.619237
346,1115,651,2025-08-06 14:52:26.619261
347,1416,295,2025-08-06 14:52:26.619284
348,2247,573,2025-08-06 14:52:26.619308
349,1021,870,2025-08-06 14:52:26.619333
350,2024,707,2025-08-06 14:52:26.619357
351,62,296,2025-08-06 14:52:26.619381
352,2337,307,2025-08-06 14:52:26.619406
353,1543,620,2025-08-06 14:52:26.619430
354,302,866,2025-08-06 14:52:26.619459
355,1604,478,2025-08-06 14:52:26.619485
356,1800,632,2025-08-06 14:52:26.619510
357,639,103,2025-08-06 14:52:26.619534
358,1001,43,2025-08-06 14:52:26.619557
359,473,35,2025-08-06 14:52:26.619580
360,1448,913,2025-08-06 14:52:26.619603
361,2759,43,2025-08-06 14:52:26.619626
362,1021,365,2025-08-06 14:52:26.619650
363,217,604,2025-08-06 14:52:26.619674
364,2183,5,2025-08-06 14:52:26.619698
365,664,850,2025-08-06 14:52:26.619723
366,602,502,2025-08-06 14:52:26.619747
367,1057,555,2025-08-06 14:52:26.619772
368,2467,291,2025-08-06 14:52:26.619796
369,1888,701,2025-08-06 14:52:26.619820
370,1882,921,2025-08-06 14:52:26.619844
371,2923,700,2025-08-06 14:52:26.619868
372,1238,977,2025-08-06 14:52:26.619892
373,2650,312,2025-08-06 14:52:26.619922
374,1278,544,2025-08-06 14:52:26.619946
375,1717,914,2025-08-06 14:52:26.619970
376,785,640,2025-08-06 14:52:26.619993
377,1965,541,2025-08-06 14:52:26.620016
378,1440,709,2025-08-06 14:52:26.620039
379,2653,467,2025-08-06 14:52:26.620063
380,398,927,2025-08-06 14:52:26.620087
381,2845,507,2025-08-06 14:52:26.620112
382,2241,546,2025-08-06 14:52:26.620136
383,1788,121,2025-08-06 14:52:26.620160
384,746,708,2025-08-06 14:52:26.620183
385,1874,907,2025-08-06 14:52:26.620207
386,1345,219,2025-08-06 14:52:26.620231
387,609,753,2025-08-06 14:52:26.620255
388,2528,789,2025-08-06 14:52:26.620279
389,903,879,2025-08-06 14:52:26.620303
390,2721,55,2025-08-06 14:52:26.620327
391,832,372,2025-08-06 14:52:26.620351
392,1099,458,2025-08-06 14:52:26.620374
393,37,230,2025-08-06 14:52:26.620398
394,2421,665,2025-08-06 14:52:26.620423
395,2172,741,2025-08-06 14:52:26.620448
396,2543,385,2025-08-06 14:52:26.620472
397,1464,957,2025-08-06 14:52:26.620496
398,911,503,2025-08-06 14:52:26.620519
399,1446,868,2025-08-06 14:52:26.620543
400,559,981,2025-08-06 14:52:26.620566
401,863,835,2025-08-06 14:52:26.620590
402,1321,681,2025-08-06 14:52:26.620617
403,2501,821,2025-08-06 14:52:26.620642
404,2018,45,2025-08-06 14:52:26.620666
405,2222,719,2025-08-06 14:52:26.620689
406,2563,817,2025-08-06 14:52:26.620715
407,1178,984,2025-08-06 14:52:26.620737
408,2617,634,2025-08-06 14:52:26.620753
409,723,975,2025-08-06 14:52:26.620770
410,403,821,2025-08-06 14:52:26.620785
411,223,270,2025-08-06 14:52:26.620801
412,493,451,2025-08-06 14:52:26.620818
413,1155,441,2025-08-06 14:52:26.620834
414,78,768,2025-08-06 14:52:26.620850
415,1375,117,2025-08-06 14:52:26.620865
416,1490,28,2025-08-06 14:52:26.620881
417,1794,918,2025-08-06 14:52:26.620897
418,1603,660,2025-08-06 14:52:26.620912
419,1284,460,2025-08-06 14:52:26.620923
420,2909,917,2025-08-06 14:52:26.620932
421,905,80,2025-08-06 14:52:26.620942
422,639,925,2025-08-06 14:52:26.620952
423,2360,496,2025-08-06 14:52:26.620961
424,187,845,2025-08-06 14:52:26.620971
425,923,392,2025-08-06 14:52:26.620981
426,2824,609,2025-08-06 14:52:26.620990
427,1120,849,2025-08-06 14:52:26.621000
428,1248,255,2025-08-06 14:52:26.621010
429,780,734,2025-08-06 14:52:26.621020
430,121,688,2025-08-06 14:52:26.621030
431,2735,98,2025-08-06 14:52:26.621040
432,254,486,2025-08-06 14:52:26.621049
433,1626,604,2025-08-06 14:52:26.621059
434,856,80,2025-08-06 14:52:26.621069
435,1195,520,2025-08-06 14:52:26.621078
436,2397,828,2025-08-06 14:52:26.621087
437,699,161,2025-08-06 14:52:26.621097
438,659,727,2025-08-06 14:52:26.621106
439,1211,913,2025-08-06 14:52:26.621116
440,2848,679,2025-08-06 14:52:26.621125
441,1306,380,2025-08-06 14:52:26.621135
442,2905,198,2025-08-06 14:52:26.621144
443,1273,477,2025-08-06 14:52:26.621154
444,2397,437,2025-08-06 14:52:26.621163
445,1480,534,2025-08-06 14:52:26.621172
446,280,463,2025-08-06 14:52:26.621182
447,1522,137,2025-08-06 14:52:26.621191
448,2363,419,2025-08-06 14:52:26.621201
449,2830,324,2025-08-06 14:52:26.621210
450,2737,97,2025-08-06 14:52:26.621219
451,1592,779,2025-08-06 14:52:26.621229
452,1973,25,2025-08-06 14:52:26.621238
453,1577,858,2025-08-06 14:52:26.621248
454,2168,244,2025-08-06 14:52:26.621257
455,2385,888,2025-08-06 14:52:26.621266
456,2946,970,2025-08-06 14:52:26.621276
457,2267,726,2025-08-06 14:52:26.621285
458,2586,973,2025-08-06 14:52:26.621298
459,1532,144,2025-08-06 14:52:26.621307
460,863,536,2025-08-06 14:52:26.621317
461,406,324,2025-08-06 14:52:26.621327
462,1526,891,2025-08-06 14:52:26.621337
463,2006,777,2025-08-06 14:52:26.621346
464,2311,648,2025-08-06 14:52:26.621355
465,1610,832,2025-08-06 14:52:26.621364
466,2775,186,2025-08-06 14:52:26.621373
467,683,117,2025-08-06 14:52:26.621383
468,2119,807,2025-08-06 14:52:26.621392
469,1259,771,2025-08-06 14:52:26.621401
470,222,810,2025-08-06 14:52:26.621410
471,2056,829,2025-08-06 14:52:26.621420
472,117,417,2025-08-06 14:52:26.621429
473,1104,634,2025-08-06 14:52:26.621438
474,409,660,2025-08-06 14:52:26.621447
475,431,956,2025-08-06 14:52:26.621456
476,2842,745,2025-08-06 14:52:26.621465
477,304,772,2025-08-06 14:52:26.621475
478,1135,172,2025-08-06 14:52:26.621484
479,1477,461,2025-08-06 14:52:26.621494
480,1387,956,2025-08-06 14:52:26.621503
481,1272,384,2025-08-06 14:52:26.621512
482,2899,248,2025-08-06 14:52:26.621522
483,616,246,2025-08-06 14:52:26.621531
484,2859,271,2025-08-06 14:52:26.621540
485,1651,873,2025-08-06 14:52:26.621549
486,511,769,2025-08-06 14:52:26.621558
487,1505,901,2025-08-06 14:52:26.621567
488,2422,219,2025-08-06 14:52:26.621576
489,1562,137,2025-08-06 14:52:26.621586
490,2317,422,2025-08-06 14:52:26.621595
491,1917,100,2025-08-06 14:52:26.621604
492,586,308,2025-08-06 14:52:26.621614
493,394,335,2025-08-06 14:52:26.621623
494,2820,828,2025-08-06 14:52:26.621632
495,1694,162,2025-08-06 14:52:26.621641
496,643,772,2025-08-06 14:52:26.621651
497,1162,346,2025-08-06 14:52:26.621660
498,147,580,2025-08-06 14:52:26.621669
499,2056,872,2025-08-06 14:52:26.621678
500,1456,327,2025-08-06 14:52:26.621687
501,2385,888,2025-08-06 14:52:26.621695
502,2275,265,2025-08-06 14:52:26.621704
503,2059,638,2025-08-06 14:52:26.621714
504,2728,544,2025-08-06 14:52:26.621724
505,1036,514,2025-08-06 14:52:26.621733
506,1913,421,2025-08-06 14:52:26.621742
507,2706,938,2025-08-06 14:52:26.621751
508,2683,827,2025-08-06 14:52:26.621760
509,657,605,2025-08-06 14:52:26.621770
510,475,353,2025-08-06 14:52:26.621779
511,1969,313,2025-08-06 14:52:26.621981
512,289,984,2025-08-06 14:52:26.621992
513,1351,254,2025-08-06 14:52:26.622002
514,2133,16,2025-08-06 14:52:26.622011
515,699,421,2025-08-06 14:52:26.622021
516,1321,944,2025-08-06 14:52:26.622031
517,456,818,2025-08-06 14:52:26.622040
518,1691,808,2025-08-06 14:52:26.622050
519,1531,523,2025-08-06 14:52:26.622059
520,401,331,2025-08-06 14:52:26.622068
521,47,375,2025-08-06 14:52:26.622078
522,207,96,2025-08-06 14:52:26.622090
523,633,308,2025-08-06 14:52:26.622101
524,273,314,2025-08-06 14:52:26.622111
525,671,574,2025-08-06 14:52:26.622120
526,2288,950,2025-08-06 14:52:26.622130
527,2927,693,2025-08-06 14:52:26.622139
528,1346,263,2025-08-06 14:52:26.622148
529,1093,101,2025-08-06 14:52:26.622157
530,608,607,2025-08-06 14:52:26.622167
531,1780,480,2025-08-06 14:52:26.622177
532,1273,478,2025-08-06 14:52:26.622188
533,1960,51,2025-08-06 14:52:26.622197
534,2286,681,2025-08-06 14:52:26.622206
535,2413,550,2025-08-06 14:52:26.622216
536,2991,361,2025-08-06 14:52:26.622226
537,1841,654,2025-08-06 14:52:26.622235
538,1609,569,2025-08-06 14:52:26.622245
539,983,691,2025-08-06 14:52:26.622254
540,83,971,2025-08-06 14:52:26.622263
541,2579,207,2025-08-06 14:52:26.622273
542,49,675,2025-08-06 14:52:26.622282
543,1920,178,2025-08-06 14:52:26.622291
544,1923,698,2025-08-06 14:52:26.622300
545,566,642,2025-08-06 14:52:26.622310
546,731,892,2025-08-06 14:52:26.622319
547,1606,741,2025-08-06 14:52:26.622328
548,2998,862,2025-08-06 14:52:26.622337
549,2706,280,2025-08-06 14:52:26.622346
550,1847,487,2025-08-06 14:52:26.622355
551,2843,112,2025-08-06 14:52:26.622365
552,2343,195,2025-08-06 14:52:26.622375
553,2980,262,2025-08-06 14:52:26.622384
554,2990,681,2025-08-06 14:52:26.622393
555,450,915,2025-08-06 14:52:26.622402
556,24,166,2025-08-06 14:52:26.622411
557,2514,505,2025-08-06 14:52:26.622420
558,1307,844,2025-08-06 14:52:26.622429
559,1189,304,2025-08-06 14:52:26.622438
560,568,24,2025-08-06 14:52:26.622447
561,707,771,2025-08-06 14:52:26.622457
562,1613,886,2025-08-06 14:52:26.622467
563,2546,598,2025-08-06 14:52:26.622476
564,2411,643,2025-08-06 14:52:26.622485
565,2121,915,2025-08-06 14:52:26.622494
566,539,119,2025-08-06 14:52:26.622503
567,1408,235,2025-08-06 14:52:26.622513
568,2183,1,2025-08-06 14:52:26.622522
569,666,977,2025-08-06 14:52:26.622531
570,1541,1,2025-08-06 14:52:26.622540
571,1497,159,2025-08-06 14:52:26.622550
572,2716,997,2025-08-06 14:52:26.622559
573,2577,780,2025-08-06 14:52:26.622569
574,483,451,2025-08-06 14:52:26.622579
575,1038,726,2025-08-06 14:52:26.622589
576,1278,601,2025-08-06 14:52:26.622598
577,2514,966,2025-08-06 14:52:26.622608
578,1639,913,2025-08-06 14:52:26.622617
579,350,247,2025-08-06 14:52:26.622627
580,636,997,2025-08-06 14:52:26.622636
581,149,383,2025-08-06 14:52:26.622646
582,2644,909,2025-08-06 14:52:26.622655
583,2125,160,2025-08-06 14:52:26.622665
584,2037,200,2025-08-06 14:52:26.622674
585,1624,924,2025-08-06 14:52:26.622683
586,585,191,2025-08-06 14:52:26.622693
587,2597,627,2025-08-06 14:52:26.622702
588,405,560,2025-08-06 14:52:26.622711
589,1753,477,2025-08-06 14:52:26.622721
590,2948,731,2025-08-06 14:52:26.622730
591,2227,257,2025-08-06 14:52:26.622740
592,1128,987,2025-08-06 14:52:26.622749
593,526,713,2025-08-06 14:52:26.622759
594,2597,663,2025-08-06 14:52:26.622770
595,2816,62,2025-08-06 14:52:26.622779
596,2369,789,2025-08-06 14:52:26.622789
597,1556,628,2025-08-06 14:52:26.622799
598,2611,874,2025-08-06 14:52:26.622808
599,1968,672,2025-08-06 14:52:26.622817
600,596,493,2025-08-06 14:52:26.622827
601,1274,393,2025-08-06 14:52:26.622836
602,2241,9,2025-08-06 14:52:26.622845
603,1377,346,2025-08-06 14:52:26.622854
604,2833,841,2025-08-06 14:52:26.622863
605,1352,191,2025-08-06 14:52:26.622873
606,155,218,2025-08-06 14:52:26.622882
607,825,43,2025-08-06 14:52:26.622891
608,928,951,2025-08-06 14:52:26.622903
609,875,568,2025-08-06 14:52:26.622913
610,2027,282,2025-08-06 14:52:26.622922
611,1447,899,2025-08-06 14:52:26.622931
612,90,287,2025-08-06 14:52:26.622941
613,490,229,2025-08-06 14:52:26.622950
614,2017,683,2025-08-06 14:52:26.622959
615,913,315,2025-08-06 14:52:26.622968
616,518,474,2025-08-06 14:52:26.622977
